idiom,meaning,response,similarity_score
Walk the Plank, Be forced to resign a position,"To be ""walked the plank"" means to be forced to take a risk or face a difficult situation, often with no clear way out. It is an idiomatic expression that originated from the practice of pirates forcing their enemies to walk off the edge of a ship's plank into the water below.",0.5112866959159491
Wandering Eye, A tendency to look at and desire women or men other than one’s committed romantic partner,Restless eye.,0.5012035530004958
Wandering Eye, A tendency to look at and desire women or men other than one’s committed romantic partner,Restless eye.,0.5012035530004958
Wash Your Hands of (Something), Decline to take further responsibility; refuse to be involved with something anymore,To disassociate oneself from something; to have no further involvement with it.,0.7600088281513439
Water Under the Bridge, Something in the past that’s no longer worth worrying about,"""Already forgotten or forgiven.""",0.5482499320480224
Watering Hole," A place where alcoholic beverages are served, a bar",A casual gathering place where people often stop to socialize.,0.6291069861412765
Weekend Warrior, Someone who has an office job but enjoys contact sports on weekends; a member of a military reserve force (whose exercises are typically on weekends),"Someone who enjoys outdoor activities such as hiking, biking, or sports on their days off.",0.7321822975338916
We�ll Cross That Bridge, When We Come to It We’ll deal with that problem if and when it comes up,When we get to it.,0.759762399012448
Welsh (Welch) on a Deal, Not observe the terms of an agreement,"A ""Welshman on a deal"" is an idiomatic expression that translates to:

""A Welshman on a horse""

However, I believe you meant the phrase ""Welsh on a deal"", which is likely a play on words with the more common idiom ""Welsh on a bet"". 

In this case, the translation would be:

To welch (or welsh) on a deal means to default or renege on an agreement.",0.5373476850994645
Wet Behind the Ears," inexperienced, immature, new to something",Naive.,0.5816481595379237
Wet Behind the Ears," Inexperienced, immature, new to something",Naive.,0.5816481595379237
Wet Blanket, Someone who dampens a festive occasion,Party Pooper.,0.5620795328467273
Wet Your Whistle, Drink something,Take a drink.,0.8574242026944355
What Do You Make of (Him)?, What is your evaluation of this person?,"A common idiomatic expression!

This phrase translates to:

""What do you think of him?""

or more informally,

""Who do you think he is?""",0.649895502245623
What Goes Around Comes Around, The kind of treatment you give to others will eventually return to you; things go in cycles,"The most concise and accurate translation of this idiom is:

""Karma will catch up with you.""",0.5938235869992541
What�s Good for the Goose Is Good for the Gander," What’s OK for a man is OK for a woman, too",Fair is fair.,0.6435532989373153
When Hell Freezes Over, Never,"This idiom translates to:

""When it gets extremely cold""",0.42352491297744177
"When In Doubt, Leave It Out"," When unsure about something, omit it.","If in doubt, omit it.",0.8874535936581418
"When in Rome, Do as the Romans Do"," When you visit a new place, follow the customs of the people there",To adapt to local customs.,0.7520666682962359
"When It Rains, It Pours", Problems tend to come in groups.,Multiple problems occur at the same time.,0.8153439023029391
When Pigs Fly, Never,"This idiom translates to:

""When pigs have wings"" (meaning something is extremely unlikely to happen)",0.44089448107300544
When the Chips Are Down, When a situation becomes urgent or difficult,When it really matters.,0.6415538873275273
Where (When) the Rubber, Meets the Road In reality; where an idea meets a real-world test,Meets the Road.,0.707467726457739
"Where There�s a Will, There�s a Way"," If you have a strong desire to accomplish something, you will achieve it even in the face of considerable odds.",Determination will find a solution.,0.6300065541227677
"Where There�s Smoke, There�s Fire"," If there is typical evidence of something, the most likely explanation is that it is actually occurring.",There must be some truth to what's being said.,0.6360645307762132
Whisper Sweet Nothings (in Someone�s Ear), Speak meaningless romantic utterances,Flatter someone.,0.40983787238033054
Whistle in the Dark, To be unrealistically confident or brave; to talk about something of which one has little knowledge,To make a desperate attempt to escape from a hopeless situation.,0.5691281469263408
Whistle Past the Graveyard, Remain optimistic despite dangers; be clueless,To ignore a problem or danger that is obvious to others.,0.7353631858597507
Whistling Dixie, Being unrealistically optimistic,Talking nonsense.,0.49713911390298693
White Elephant, An unwanted item that is difficult to sell or dispose of,"A gift that is of little value or usefulness, but given with great enthusiasm.",0.6219259112314959
"Who�s She, the Cat�s Mother?", Why does she have such a high opinion of herself?,"A classic British idiom!

This translates to: ""Who's anyone?"" (meaning ""who cares"" or ""who's bothered"")",0.42110094443041957
Wild Goose Chase, An impossible or futile search or task,A futile pursuit of something that is elusive or nonexistent.,0.8361042790218807
Window Dressing, A misleading disguise intended to present a favorable impression,A superficial attempt to make something appear more attractive than it actually is.,0.6980201283843718
Window Shop, To look at merchandise in a store without intending to buy it,Browse stores without intending to buy.,0.8642674061214872
Witch Hunt, An organized attempt to persecute an unpopular group of people and blame them for a problem.,"A search for someone who is believed to have done something wrong, often without enough evidence.",0.6272000628793082
With Bells On," Eagerly, willingly, and on time.",In full swing.,0.47865514860688807
Work One�s Fingers to the Bone, Work very hard over an extended period,Toil exhaustively.,0.6219257018629631
Worn to a Frazzle," Exhausted, completely worn out",Exhausted.,0.8838918046490563
Wouldn�t Be Caught Dead, Would absolutely not allow myself to do this,To be caught dead. (meaning to do something embarrassing or shameful),0.5132577732330357
Writing (Handwriting) on the Wall, Hints of coming disaster,Omen of impending doom or disaster.,0.8016028233653946
"Year In, Year Out", Annually without change,"""Time after time""",0.42963645606743595
"You Can Lead a Horse to Water, but You Can�t Make It Drink", It’s very hard to force someone to do something against his or her will.,"You can advise someone, but you cannot force them to take action.",0.7377392487155477
You Can Say That Again!, I agree totally!,Strongly agree with that statement.,0.7665249140034557
You Can Take It to the Bank, I absolutely guarantee this,"This idiom translates to:

""It is absolutely certain.""",0.7012440380030547
You Can�t Judge a Book by Its Cover, You can’t know people (or things) well by their external appearances.,Don't judge someone or something based on appearance.,0.7120683796363565
You Can�t Make an Omelet (Omelette), Without Breaking,Breaks Eggs.,0.6195583028344117
You Can�t Make Fish of One and Fowl of the Other, People must be treated equally.,You can't make a silk purse out of a sow's ear.,0.3886730037998288
You Know the Drill, You are already familiar with the procedure.,A familiar routine.,0.6135508040786786
"You Snooze, You Lose"," If you delay or are not alert, you will miss opportunities",Missing out on an opportunity because of procrastination.,0.6819029894654478
Young at Heart," Having a youthful outlook, regardless of age",To have a youthful spirit.,0.8238849564615169
Your Guess Is as Good as Mine, I don’t know; I have no idea,My guess is just as likely to be correct.,0.44062426430913854
Your Mileage May Vary," You may get different results. This does not necessarily refer to a car, although it may.",Results may differ.,0.7398323309686896
Your Number Is Up, You are going to die (or suffer some bad misfortune or setback),"""Your time is up.""",0.5619925696032955
You�re Driving Me Nuts, To make someone giddy or crazy,"""Driving me crazy""",0.601686172763826
Yours Truly, Me,Sincerely yours.,0.5374431765958325
Zero In On, Focus closely on something; take aim at something,To focus all one's attention on something.,0.8097227719812319
Zig When One Should Be Zagging, To make an error; to choose an incorrect course,To go against the crowd or conventional wisdom.,0.5346684836895239
